mean,var,sd,cv,delta
0.215,3.5075438596491275,1.8728437894413745,8.710901346238952,0.1634930850001516
0.0325,0.4225000000000005,0.6500000000000004,20.00000000000001,0.13004226373571426
1.3675,26.072625313283194,5.106136045316771,3.733920325642977,0.19330246283026933
0.1475,1.3892167919799487,1.1786504112670342,7.990850245878199,0.09432331617813894
0.37,2.5945864661654117,1.6107720093686169,4.353437863158424,0.0703843807538002
0.32,3.5013533834586466,1.8711903653713715,5.8474698917855354,0.1097685526014072
0.4625,9.727913533834588,3.118960328993395,6.743698008634367,0.21131057701511846
1.0475,15.333577694235595,3.915811243438018,3.7382446238071765,0.14793219300801763
0.15,1.5213032581453652,1.2334112283198029,8.22274152213202,0.10157257607380171
1.145,29.317268170426075,5.414542286327264,4.728857891988877,0.25901169411973274
0.23,3.911879699248118,1.9778472386026476,8.599335820011511,0.17047381583067656
0.2675,3.3392919799498744,1.8273729723156886,6.831300831086686,0.12516816989933582
0.4425,8.648314536340846,2.9408016825928347,6.645879508684372,0.19631081175650492
0.595,15.995964912280696,3.999495582230426,6.721841314672985,0.2704489174839149
0.0875,0.8269110275689229,0.9093464837832292,10.392531243236906,0.09458688095728597
0.1925,2.3813972431077692,1.5431776447019212,8.016507245204785,0.12394754672134868
0.9175,29.765106516290746,5.4557406936446995,5.946311382719019,0.3274194028994306
0.06,0.8435087719298253,0.9184273362274369,15.307122270457281,0.1406691968397414
0.595,9.40448621553885,3.0666734771636266,5.154073070863238,0.15900466964216667
0.4175,2.810219298245613,1.6763708713305696,4.015259572049269,0.06759284198945238
1.11,27.536741854636563,5.247546269890011,4.727519162063072,0.25086333850457704
1.2075,11.899191729323295,3.449520507160857,2.8567457616238983,0.09974849394910036
0.17,2.5875689223057674,1.6085922175323886,9.462307161955227,0.15246913413424984
0.035,0.4900000000000003,0.7000000000000002,20.000000000000004,0.14004901715600468
1.005,11.538822055137834,3.3968841686371696,3.379984247400169,0.11597974625220114
0.385,5.199774436090226,2.280301391502936,5.922860757150483,0.13558106335600442
1.5125,32.51112155388473,5.701852466864144,3.7698198128027403,0.2182506043839333
1.25,26.142857142857142,5.11300861947808,4.090406895582464,0.21179023508137432
1.2425,10.830770676691728,3.291013624507156,2.648703118315619,0.08826588410653663
0.6875,7.9547305764411025,2.8204131925023153,4.1024191890942765,0.11650615181468747
0.065,1.0884962406015044,1.0433102321943863,16.050926649144404,0.16756988051487381
0.0825,1.3089661654135332,1.1441005923490877,13.867885967867728,0.15879357020008572
0.05,0.5438596491228068,0.7374684055081999,14.749368110163998,0.10882634299605938
0.2775,4.020545112781959,2.0051296997406327,7.225692611677955,0.14528768188595276
